"","logFC","logCPM","LR","PValue","FDR"
"Gm46507",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Gm41335",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Agxt2",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Mir6959",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Gm6979",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Gm56699",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Gm56742",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Gm18869",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Or5h22",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Gm49570",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Or2c1",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Gm49754",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Gm56621",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Gm54844",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Gm49226",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Gm29721",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Rps18-ps7",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Gpr31b",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Gm9577",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Gm19399",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Vmn1r233",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Glyatl3",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Gm23111",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Gm20513",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Gm8815",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Mir7220",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Gm18150",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Gm54729",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Gm50027",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Gm7400",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Gm50300",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Gm50296",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"4933403J19Rik",0.897585794587735,-3.82100287174495,1.22178307196482,0.26901100708709,0.694912227504737
"Gm32460",0.897492763030748,-3.59317569658242,0.863503100809609,0.352760227016217,0.757129357957649
"Tpt1-ps6",-0.897301419524643,-3.59116151948149,0.668333980716689,0.41363306082119,0.81635556994412
"A730006G06Rik",0.897178456579801,-3.62873018736146,0.509950304026908,0.47516036987987,0.868684966040016
"Gm10684",-0.89705889725825,1.93737138977768,14.6363273837961,0.000130377016582408,0.00731021331866119
"Dusp29",0.897006769253089,-0.313767870896884,0.0366418468011247,0.84819608057416,1
"Gm19209",0.89690948162686,-3.33584834975059,1.76346681565459,0.184192683108338,0.662878428601777
"Gm12531",-0.896897676511067,-3.33263771549404,0.794570005960701,0.37272182346544,0.778617115668358
"Astl",0.896298305049631,-3.5948446054266,0.782268565225011,0.376448228668612,0.782332562229422
"Gm43236",0.89621877990858,-3.55843344172165,0.600389197377675,0.438429568172653,0.837313257294702
"Ahnak",0.896069948273898,7.07251068580515,11.8458217769362,0.000577908665595123,0.0247250684635757
"Gm3851",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm38026",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm37912",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm26813",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm28927",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm20711",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm37047",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm9687",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"2310043L19Rik",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm10522",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm37522",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm19552",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
