"","logFC","logCPM","LR","PValue","FDR"
"Cand1",-0.345483135566496,7.29851441990334,3.17862255973273,0.0746075989766896,0.39007628979662
"Gpr61",-0.345402053733724,3.14150805349949,2.13804406945682,0.143684984994391,0.511949632767443
"Sugp2",-0.345371250414404,5.90386879858833,4.24877464656131,0.0392786617061091,0.292073471126632
"Arid5b",-0.345321564025604,6.04909437599222,1.99398105843563,0.157925246437751,0.539497971275499
"Gm8557",0.345288883348578,-3.4380389185011,0.083317502768006,0.772850978403546,1
"Gm13068",0.345274708623663,-3.37990526918546,0.0975898406899329,0.754741317105566,1
"Snx16",-0.345160962413342,4.71706278587734,2.84228537354069,0.0918135443042627,0.41427130370468
"Hmx2",-0.345155272840858,-2.31126861841207,0.222234818079077,0.637342349701187,0.923341777336118
"Rdh12",0.345045174842443,0.641074060936403,1.9782573596324,0.159574110737147,0.542123877886952
"Acvr2a",-0.345036912659246,4.29952284474452,4.70421575639478,0.030088726720427,0.268680046236932
"Rnf181",0.344970821122425,6.38591308606107,6.92794231588167,0.00848592658131098,0.153830307971907
"Tssk1",0.344936844284531,-2.34169427098411,0.521901614728181,0.470031632655306,0.789523965900461
"Gm10684",-0.344815628265765,1.61993622229657,1.18708563193953,0.275918208038347,0.647301024353164
"Gm47093",-0.344787290221754,-2.60759641422745,0.336530751392617,0.56183861603286,0.868121604996051
"Gm15347",-0.344681347194072,-3.72032588613605,0.0958555070745906,0.756861045207966,1
"Gm8984",-0.344659271250269,-0.859199613755556,1.18740638874778,0.275853343340938,0.647246153412772
"Gm6325",-0.344651319141515,-2.94855734100529,0.143630682596584,0.704697971696511,0.973181421091375
"Gm26943",-0.34461428539884,-3.64451866017134,0.0952513704539282,0.757604361206668,1
"Mea1",0.344597806517709,5.87041666169192,4.23045871125186,0.0397047084918188,0.292990205206404
"Loxhd1",0.344596365743301,-3.13317217471459,0.107746048702875,0.74272496483503,0.998886026612622
"Gm16794",-0.344551386892355,0.154689379901833,1.41491001142104,0.234243010453065,0.597152793681547
"Zfp516",-0.344536457568823,4.54223317208187,3.75545529197086,0.0526354591795764,0.332442925026846
"Hddc3",0.344521154120696,3.88019301206274,1.91679797181348,0.16621008010811,0.544786605815958
"Bptf",-0.344491360810052,6.60254760318229,4.35306557492289,0.0369423916604717,0.288539288672059
"Ecpas",-0.344485107392706,6.61182276761191,6.29043401688332,0.0121391322430982,0.180509400914465
"Gm50268",-0.344477055503999,-1.81436692569328,0.534515660141809,0.464714544704277,0.784963327688481
"Amt",0.344463177877016,5.12141330653592,3.51307407246209,0.0608863835963565,0.357054371980957
